DOI (v31),Abstract,Unique Visitors,Visits Trends,Page View Trend,HTML Full Text View (e42),Full Text Views (e44),PDF Full Text View (e53),tweet,date tweeted,Times Cited,,
10.1097/ACM.0000000000000499,"Purpose: The study explored optimal intraprofessional collaboration between physicians in the emergency department (ED) and those from general internal medicine (GIM). Prior to the study, a policy was initiated that mandated reductions in ED wait times. The researchers examined the impact of these changes on clinical practice and trainee education.
 
 Method: In 2010-2011, an ethnographic study was undertaken to observe consults between GIM and ED at an urban teaching hospital in Ontario, Canada. Additional ad hoc interviews were conducted with residents, nurses, and faculty from both departments as well as formal one-on-one interviews with 12 physicians. Data were coded and analyzed using concepts of institutional ethnography.
 
 Results: Participants perceived that efficiency was more important than education and was in fact the new definition of ""good"" patient care. The informal label ""failure to cope"" to describe high-needs patients suggested that in many instances, patients were experienced as a barrier to optimal efficiency. This resulted in tension during consults as well as reduced opportunities for education.
 
 Conclusions: The authors suggest that the emphasis on wait times resulted in more importance being placed on ""getting the patient out"" of the ED than on providing safe, compassionate, person-centered medical care. Resource constraints were hidden within a discourse that shifted the problem of overcrowding in the ED to patients with complex chronic conditions. The term ""failure to cope"" became activated when overworked physicians tried to avoid assuming care for high-needs patients, masking institutionally produced stress and possibly altering the way patients are perceived.",7,7,7,6,7,1,1,3/24/18,1,,
10.1097/ACM.0000000000000465,"E-mail is now a primary method of correspondence in health care, and proficiency with professional e-mail use is a vital skill for physicians. Fundamentals of e-mail courtesy can be derived from lay literature, but there is a dearth of scientific literature that addresses the use of e-mail between physicians. E-mail communication between providers is generally more familiar and casual than other professional interactions, which can promote unprofessional behavior or misunderstanding. Not only e-mail content but also wording, format, and tone may influence clinical recommendations and perceptions of the e-mail sender. In addition, there are serious legal and ethical implications when unprofessional or unsecured e-mails related to patient-identifying information are exchanged or included within an electronic medical record. The authors believe that the appropriate use of e-mail is a vital skill for physicians, with serious legal and ethical ramifications and the potential to affect professional development and patient care. In this article, the authors analyze a comprehensive literature search, explore several facets of e-mail use between physicians, and offer specific recommendations for professional e-mail use.",10,11,11,10,10,0,1,3/8/18,14,,
10.1097/ACM.0000000000000449,"Purpose: Physicians and their spouses experience challenges to their relationships, some of which are shared with the general population and others of which are unique to the field of medicine. Trainees and junior faculty members remain curious about how they will balance their careers alongside marriage and family obligations. This study explores the challenges and strengths of dual- and single-physician relationships.
 
 Method: In 2009, using appreciative inquiry as a theoretical framework, the authors conducted in-depth qualitative interviews with 25 individuals: 12 women and 13 men; 10 from dual-physician and 15 from single-physician relationships. A phenomenological analytic approach was used to arrive at the final themes.
 
 Results: Four themes emerged during the interviews: ""We rely on mutual support in our relationships,"" ""We recognize the important roles of each family member,"" ""We have shared values,"" and ""We acknowledge the benefit of being a physician to our relationships.""
 
 Conclusions: These findings illustrate that physicians identify strategies to navigate the difficult aspects of their lives. Learn ing from others' best practices can assist in managing personal relationships and work-life balance. These data can also be useful when counseling physicians on successful relationship strategies. As systems are developed that improve wellness and focus on role models for work-life balance, it will be important for this topic to be integrated into formal curricula across the continuum of medical education.",28,28,28,28,29,1,1,3/2/18,58,,
10.1097/ACM.0000000000000440,"Purpose: Faculty development programs have been criticized for their limited assessment methods, focused only on the learners and limited to satisfaction measures or self-reported behavior changes. Assessment of organizational impact is lacking. This study explored the impact of faculty education fellowship graduates on their organization and how that impact occurred.
 
 Method: The design was a qualitative study of 13 departments across three institutions, partnered with the George Washington University School of Medicine and Health Sciences. In-depth interviews with 13 supervisors and 25 peers of graduates were conducted in fall 2012 to examine graduates' organizational impact related to program purposes: enhancing teaching skills, pursuing scholarship in education, and developing leadership potential. Triangulation, purposive sampling, rich descriptions, and member checks minimized bias and optimized transferability.
 
 Results: A model of how graduates of a faculty education fellowship transfer learning to peers and their organizations emerged. Analysis of interview responses showed that in the presence of environmental facilitators, graduates exhibited enhanced confidence and five new behaviors. Graduates raised peer awareness, leading to changes in individual and group practices and development of shared peer understanding. Analysis suggests they facilitated a culture of continuous learning around teaching, scholarship, and leadership.
 
 Conclusions: This study enhances traditional assessment of faculty education fellowship programs by examining the impact that graduates had on peers and work groups. A model is proposed for how graduates interact with and impact work group processes and practices. This model can facilitate more comprehensive program assessments, which can demonstrate program impact beyond the individual participant.",1,1,2,1,1,0,1,4/23/18,16,,
10.1097/ACM.0000000000000437,"The call for integration of the basic and clinical sciences plays prominently in recent conversations about curricular change in medical education; however, history shows that, like other concepts related to curricular reform, integration has been continually revisited, leading to incremental change but no meaningful transformation. To redress this cycle of ""change without difference,"" the medical education community must reexamine the approach that dominates medical education reform efforts and explore alternative perspectives that may help to resolve the cyclical ""problem"" of recommending but not effecting integration. To provide a different perspective on implementing integration, the authors of this Perspective look to the domain of educational change as an approach to examining the transitions that occur within complex and evolving environments. This area of literature both acknowledges the multiple levels involved in change and emphasizes the need not only to address systemic structure but also to prioritize individuals during times of transition. The struggle to implement curricular integration in medical education may stem from the fact that reform efforts appear to focus largely on transformation at the level of curricular structure as opposed to considering what learning needs to occur at each level of change and highlighting the individual as the educational change literature suggests. To bring appropriate attention to the place of individual educators, especially basic scientists, the medical education community should explore how the mandate to integrate clinically relevant material may impact these faculty and the teaching of their domains.",1,1,1,1,1,0,1,4/10/18,24,,
10.1097/ACM.0000000000000938,"Purpose: Translational educational outcomes have been defined as starting in simulation laboratories (T1) and moving downstream to improved patient care practices (T2), patient outcomes (T3), and cost/other value outcomes (T4). The authors conducted a realist synthesis review of the literature to evaluate the translational effect of simulation-based mastery learning (SBML) principles beyond the laboratory. They also sought to address future directions in SBML to improve patient care processes and outcomes and, thus, the quality of health care delivery.
 
 Method: The authors searched multiple databases for simulation-based medical education (SBME) studies published through April 2013. They screened articles using the PICO method-population (P), intervention (I), control (C), outcome (O)-to answer the research question: For (P) any health care providers, does the (I) implementation of SBML training, compared with (C) other training methodologies or no extra training, result in (O) a change in patient care practices or T2-T4 outcomes? Studies implementing SBME interventions with training methodologies that met all SBML principles and reporting T2-T4 outcomes were identified.
 
 Results: The 14 included studies used pre/post or cohort study designs; the majority were limited to individual performance and procedural competency. They reported improvement after SBML training in procedure performance, task success, patient discomfort, procedure time, complication rates, or T4 impacts (e.g., cost reduction).
 
 Conclusions: Findings suggest health professions education conducted using SBML methodology can improve patient care processes and outcomes. Further research is needed to understand the translational impact of SBML for nontechnical skills, including teamwork, and skill retention.",3,3,3,3,4,1,0,,22,,
10.1097/ACM.0000000000000934,"Mastery learning is a powerful educational strategy in which learners gain knowledge and skills that are rigorously measured against predetermined mastery standards with different learners needing variable time to reach uniform outcomes. Central to mastery learning are repetitive deliberate practice and robust feedback that promote performance improvement. Traditional health care simulation involves a simulation exercise followed by a facilitated postevent debriefing in which learners discuss what went well and what they should do differently next time, usually without additional opportunities to apply the specific new knowledge. Mastery learning approaches enable learners to ""try again"" until they master the skill in question. Despite the growing body of health care simulation literature documenting the efficacy of mastery learning models, to date insufficient details have been reported on how to design and implement the feedback and debriefing components of deliberate-practice-based educational interventions. Using simulation-based training for adult and pediatric advanced life support as case studies, this article focuses on how to prepare learners for feedback and debriefing by establishing a supportive yet challenging learning environment; how to implement educational interventions that maximize opportunities for deliberate practice with feedback and reflection during debriefing; describing the role of within-event debriefing or ""microdebriefing"" (i.e., during a pause in the simulation scenario or during ongoing case management without interruption), as a strategy to promote performance improvement; and highlighting directions for future research in feedback and debriefing for mastery learning.",14,14,18,15,18,3,0,,42,,
10.1097/ACM.0000000000000907,"Dissemination of a medical education innovation, such as mastery learning, from a setting where it has been used successfully to a new and different medical education environment is not easy. This article describes the uneven yet successful dissemination of a simulation-based mastery learning (SBML) curriculum on central venous catheter (CVC) insertion for internal medicine and emergency medicine residents across medical education settings. The dissemination program was grounded in implementation science principles. The article begins by describing implementation science which addresses the mechanisms of medical education and health care delivery. The authors then present a mastery learning case study in two phases: (1) the development, implementation, and evaluation of the SBML CVC curriculum at a tertiary care academic medical center; and (2) the dissemination of the SBML CVC curriculum to an academic community hospital setting. Contextual information about the drivers and barriers that affected the SBML CVC curriculum dissemination is presented. This work demonstrates that dissemination of mastery learning curricula, like all other medical education innovations, will fail without active educational leadership, personal contacts, dedication, hard work, rigorous measurement, and attention to implementation science principles. The article concludes by presenting a set of lessons learned about disseminating an SBML CVC curriculum across different medical education settings.",4,5,5,5,6,1,0,,15,,
10.1097/ACM.0000000000000850,"Problem: Health disparities remain pervasive in the United States. Training future physicians to address health disparities requires attention to both systemic and provider causes of disparities, but comprehensive curricula are lacking.
 
 Approach: Albert Einstein College of Medicine in Bronx, New York, offers a 13-session health disparities elective to first-year medical students. The curriculum covers three main content areas: background, provider contributions to health disparities, and systemic contributions to health disparities (i.e., social determinants of health). Teaching methods included didactic and multimedia presentations, reflective discussions, and skill-building seminars (e.g., addressing subconscious assumptions and advocacy training).The authors evaluated the course in 2010-2013 by comparing students' summary scores for knowledge, attitudes, and self-reported confidence on pre- and postintervention tests. They investigated associations between students' sociodemographic characteristics and changes in summary scores.
 
 Outcomes: Scores increased significantly in each domain: Mean knowledge scores increased from 63.6 (± 10.0), out of 100, to 76.4 (± 12.8); mean attitudes scores increased from 16.7 (± 1.9), out of 20, to 18.2 (± 1.1); mean confidence scores increased from 10.7 (± 1.5), out of 16, to 14.4 (± 1.7). Younger students (< 24) had greater changes in confidence than older students. Other sociodemographic characteristics were not associated with changes in any domain.
 
 Next steps: Exposure to health disparities instruction is important for medical students. The authors' experience provides insights for incorporating such material into the compulsory curriculum. Future evaluation of outcomes from similar curricula should include measures of clinical behaviors (e.g., through clinical examinations).",1,1,1,0,0,0,0,,12,,
10.1097/ACM.0000000000000841,"There is an increasing focus on the social accountability of physicians as individuals, and of medicine itself. This has led to increasing emphasis on physician advocacy from a wide variety of institutions. The physician advocacy concept is now part of the Health Advocacy competency mandated by the Royal College of Physicians and Surgeons of Canada. Despite its growing prominence, physician advocacy remains poorly integrated into current medical undergraduate curricula. The authors recommend how and why curricular reform should proceed; they focus on Canadian medical education, although they hope their views will be useful in other countries as well.The authors discuss conflicting definitions of physician advocacy, which have previously hampered curriculum development efforts, and suggest a way of reconciling the conflicts. They review current gaps in advocacy-related curricula, suggest that these can be addressed by incorporating practice-based and skills acquisition elements into current didactic teaching, and offer several strategies by which an advocacy curriculum could be implemented, ranging from small modifications to current curriculum to developing new competencies in medical education nationally.The authors present a case for making an advocacy curriculum mandatory for every Canadian medical trainee; they argue that teaching trainees how to fulfill their professional responsibility to advocate may also help them meet the social accountability mandate of medical school education. Finally, the authors explain why making the development and implementation of a mandatory, skill-based curriculum in advocacy should be a priority.",9,10,20,19,21,2,0,,18,,
10.1097/ACM.0000000000000837,"In July 2014, the Institute of Medicine (IOM) Committee on the Governance and Financing of Graduate Medical Education released its report calling for a major overhaul of the financing of graduate medical education (GME). Several national organizations with an interest in GME faulted the report on the basis that the IOM Committee recommendations would worsen physician shortages. However, this conclusion is based on two questionable assumptions: first, that the nation is already facing a general physician shortage; and second, that the IOM Committee recommendations would make shortages worse. The author argues that although some communities and specialties do face shortages, currently and in the future a general national physician shortage is unlikely. Reasons cited include changes in the delivery system with an increased focus on efficiency and effectiveness; the increased use of interprofessional teams facilitated by the increasing supply of nurse practitioners, physician assistants and other health professionals; and technological advances.The author concludes that the IOM Committee recommendations would support an increase in GME positions in locations and specialties where there is a documented need, in effect removing the current cap on Medicare-funded GME positions. Given the current fiscal environment, the approach recommended by the IOM Committee--steady funding levels but improved targeting to meet documented needs--may be the best strategy for maintaining GME funds and meeting the nation's physician workforce needs.",6,8,15,6,9,3,0,,11,,
10.1097/ACM.0000000000000816,"Funding for graduate medical education (GME) and undergraduate medical education (UME) in the United States is being debated and challenged at the national and state levels as policy makers and educators question whether the multibillion dollar investment in medical education is succeeding in meeting the nation's health care needs. To address these concerns, the authors propose a novel all-payer system for GME and UME funding that equitably distributes medical education costs among all stakeholders, including those who benefit most from medical education. Through a ""Medical Education Workforce (MEW) trust fund,"" indirect and direct GME dollars would be replaced with a funds-flow mechanism using fees paid for services by all payers (Medicaid, Medicare, private insurers, others) while providing direct compensation to physicians and institutions that actively engage medical learners in providing clinical care. The accountability of those receiving MEW funds would be improved by linking their funding levels to their ability to meet predetermined institutional, program, faculty, and learner benchmarks. Additionally, the MEW fund would cover learners' UME tuition, potentially eliminating their UME debt, in return for their provision of health care services (after completing GME training) in an underserved area or specialty. This proposed model attempts to increase transparency and enhance accountability in medical education by linking funding to the development of a physician workforce that is able to excel in the evolving health delivery system. Achieving this vision requires physician educators, leaders of academic health centers, policy makers, insurers, and patients to muster the courage to embrace transformational change.",1,1,1,1,1,0,0,,11,,
10.1097/ACM.0000000000000815,"The Future of Medical Education in Canada Postgraduate (FMEC PG) Project was launched in 2010 by a consortium of four organizations: the Association of Faculties of Medicine of Canada, the Collège des Médecins du Québec, the College of Family Physicians of Canada, and the Royal College of Physicians and Surgeons of Canada. The FMEC PG study set out to review the state of the Canadian postgraduate medical education (PGME) system and make recommendations for improvements and changes. The extensive process included literature reviews, commissioned papers, stakeholder interviews, international consultations, and dialogue with the public and learners. The resulting key findings and 10 recommendations, published in a report in 2012, represent the collective vision of the consortium partner organizations for PGME in Canada. Implementation of the recommendations began in 2013 and will continue beyond 2016.In this article, the authors describe the complex process of developing the recommendations, highlight several recommendations, consider implementation processes and issues, and share lessons learned to date. They reflect on the ways in which the transformation of a very complex and complicated PGME system has required many stakeholders to work together on multiple interventions simultaneously. Notwithstanding the challenges for the participating organizations, changes have been introduced and sustainability is being forged. Throughout this process, the consortium partners and other stakeholders have continued to address the social accountability role of all physicians with respect to the public they serve.",2,2,2,2,2,0,0,,11,,
10.1097/ACM.0000000000000811,"Purpose: To provide a detailed account of the nature and scope of recommendations for promoting faculty grant proposal success in academic medical settings.
 
 Method: The authors searched relevant scientific databases for articles related to techniques that promote faculty research proposal success, published from 2000 through June 1, 2012. They applied standard information synthesis procedures for sifting abstracts, scrutinizing full texts, and abstracting data.
 
 Results: The search identified 1,130 abstracts, which the authors narrowed to 83 for in-depth review. Of these, 53 unique articles fit the inclusion criteria. From these articles, the authors extracted 10 recommendations for writing successful grant proposals: (1) research and identify appropriate funding opportunities; (2) use key proposal components to persuade reviewers of project significance and feasibility; (3) describe proposed activities and their significance persuasively, clearly, and concisely; (4) seek review and feedback from colleagues; (5) establish a study design that is simple, logical, feasible, and appropriate for the research questions; (6) develop a timeline for the proposal process; (7) select a novel, high-impact project; (8) conduct an exhaustive literature review; (9) ensure that budgets are reasonable; and (10) consider interdisciplinary collaborations.
 
 Conclusions: These findings highlight that further institution-level development and interventions to support faculty grant writing success are warranted. Future research should employ more rigorous evaluation methods to move the field toward a stronger evidence base for determining which specific faculty development activities help increase funding.",9,11,9,6,9,3,0,,41,,
10.1097/ACM.0000000000000805,"Purpose: To examine the perceived likelihood of sustaining new residency positions funded by five-year (2010-2015) Primary Care Residency Expansion (PCRE) grants from the Health Resources and Services Administration, which aimed to increase training output to address primary care workforce issues.
 
 Method: During September-December 2013, the authors administered an online or telephone survey to program directors whose residency programs received PCRE grants. The main outcome measure was perceived likelihood of sustaining the expanded residency positions beyond the expiration of the grant, in the outlying years of 2016 and 2017 (when the positions will be partially supported) and after 2017 (when the positions will be unsupported).
 
 Results: Of 78 eligible program directors, 62 responded (response rate = 79.5%). Twenty-eight (45.1%; 95% CI 32.9%-57.9%) reported that their programs were unlikely to, very unlikely to, or not planning to continue the expanded positions after the PCRE grant expires. Overall, 14 (22.5%) reported having secured full funding to support the expanded positions beyond 2017. Family medicine and pediatrics program directors were significantly less likely than internal medicine program directors to report having secured funding for the outlying years (P = .02).
 
 Conclusions: This study suggests that an approach to primary care residency training expansion that relies on time-limited grants is unlikely to produce sustainable growth of the primary care pipeline. Policy makers should instead implement systemic reform of graduate medical education (GME) financing and designate reliable sources of funding, such as Medicare and Medicaid GME funds, for new primary care residency positions.",2,2,3,0,2,2,0,,10,,
10.1097/ACM.0000000000000793,"Purpose: To elicit residents' perspectives on rewards and challenges of caring for ambulatory patients with chronic illness and ways to improve their education in caring for these patients.
 
 Method: The authors conducted a qualitative study with internal medicine residents during ambulatory medicine block rotations at three academic health centers from October 2011 through February 2012. Focus group questions covered rewards and challenges of caring for patients with chronic illness and strengths and weaknesses of residency education therein, and the Chronic Care Model provided a framework for interpretation. Qualitative analysis was used to identify themes.
 
 Results: Five focus groups were conducted with 28 residents. Discussions yielded 224 comments, which were categorized into 5 domains and 36 themes. Twelve themes related to perceptions of challenges in providing care, and 3 themes related to perceptions of rewards in providing care. Eight themes focused on strategies to improve the patient experience. Strengths of the residency program were identified in 7 themes. Six themes related to ways for improving learning about caring for patients with chronic disease in the ambulatory setting.
 
 Conclusions: Residents perceived rewards, challenges, and barriers in caring for patients with chronic illness in the ambulatory setting, from providers' and patients' perspectives. They have developed strategies to provide effective patient care. Residents identified best practices in their residency for resident education and patient care and also made suggestions for improvement. Findings have significant implications for residency education and practice redesign in the 21st century for care of patients with chronic illness.",2,2,2,2,2,0,0,,9,,
10.1097/ACM.0000000000000788,"Concerns about the influence of industry support on medical education, research, and patient care have increased in both medical and political circles. Some academic medical centers, questioning whether industry support of medical education could be appropriate and not a conflict of interest, banned such support. In 2009, a Partners HealthCare System commission concluded that interactions with industry remained important to Partners' charitable academic mission and made recommendations to transparently manage such relationships. An Education Review Board (ERB) was created to oversee and manage all industry support of Partners educational activities.Using a case review method, the ERB developed guidelines to implement the commission's recommendations. A multi-funder rule was established that prohibits industry support from only one company for any Partners educational activity. Within that framework, the ERB established guidelines on industry support of educational conferences, clinical fellowships, and trainees' expenses for attending external educational programs; gifts of textbooks and other educational materials; promotional opportunities associated with Partners educational activities; Partners educational activities under contract with an industry entity; and industry-run programs using Partners resources.Although many changes have resulted from the implementation of the ERB guidelines, the number of industry grants for Partners educational activities has remained relatively stable, and funding for these activities declined only moderately during the first three full calendar years (2011-2013) of ERB oversight. The ERB continually educates both the Partners community and industry about the rationale for its guidelines and its openness to their refinement in response to changes in the external environment.",2,2,2,2,2,0,0,,10,,
10.1097/ACM.0000000000000780,"Purpose: To identify and examine the characteristics of the 50 top-cited articles in medical education.
 
 Method: Two searches were conducted in the Web of Knowledge database in March 2014: a search of medical education journals in the category ""Education, Scientific Discipline"" (List A) and a keyword search across all journals (List B). Articles identified were reviewed for citation count, country of origin, article type, journal, authors, and publication year.
 
 Results: Both lists included 56 articles, not 50, because articles with the same absolute number of citations shared the same rank. The majority of List A articles were published in Academic Medicine (34; 60.7%) and Medical Education (16; 28.6%). In List B, 27 articles (48.2%) were published in medical education journals, 19 (33.9%) in general medicine and surgery journals, and 10 (17.9%) in higher education and educational psychology journals. Twenty-six articles were included in both lists, with different rankings. Reviews and articles constituted the majority of articles; there were only 8 research papers in List A and 13 in List B. Articles mainly originated from the United States, Canada, the Netherlands, and the United Kingdom. The majority were published from 1979 to 2007. There was no correlation between year and citation count.
 
 Conclusions: The finding that over half of List B articles were published in nonmedical education journals is consistent with medical education's integrated nature and subspecialty breadth. Twenty of these articles were among their respective non-medical-education journals' 50 top-cited papers, showing that medical education articles can compete with subject-based articles.",3,3,4,3,3,0,0,,12,,
10.1097/ACM.0000000000000769,"Evidence-based medicine (EBM) skills, although taught in medical schools around the world, are not optimally practiced in clinical environments because of multiple barriers, including learners' difficulty transferring EBM skills learned in the classroom to clinical practice. This lack of skill transfer may be partially due to the design of EBM training. To facilitate the transfer of EBM skills from the classroom to clinical practice, the authors explore one instructional approach, called the Four Component Instructional Design (4C/ID) model, to guide the design of EBM training. On the basis of current cognitive psychology, including cognitive load theory, the premise of the 4C/ID model is that complex skills training, such as EBM training, should include four components: learning tasks, supportive information, procedural information, and part-task practice. The combination of these four components can inform the creation of complex skills training that is designed to avoid overloading learners' cognitive abilities; to facilitate the integration of the knowledge, skills, and attitudes needed to execute a complex task; and to increase the transfer of knowledge to new situations. The authors begin by introducing the 4C/ID model and describing the benefits of its four components to guide the design of EBM training. They include illustrative examples of educational practices that are consistent with each component and that can be applied to teaching EBM. They conclude by suggesting that medical educators consider adopting the 4C/ID model to design, modify, and/or implement EBM training in classroom and clinical settings.",3,3,9,7,9,2,0,,17,,
10.1097/ACM.0000000000000767,"Purpose: The demand for faculty development is ongoing, and many medical schools will need to expand their pool of faculty developers to include physicians and scientists whose primary expertise is not education. Insight into what motivates occasional faculty developers can guide recruitment and retention strategies. This study was designed to understand the motivations of faculty developers who occasionally (one to three times each year) lead faculty development workshops.
 
 Method: Qualitative data were collected in March and April 2012 from interviews with faculty developers who occasionally taught workshops from 2007 to 2012 in the University of California, San Francisco, School of Medicine's faculty development program. The interviews were audiotaped and transcribed. The authors thematically analyzed the transcripts using a general inductive approach and developed codes sensitized by motivation theories.
 
 Results: The authors interviewed 29/30 (97%) occasional faculty developers and identified five themes: mastery (desire to learn and develop professionally), relatedness (enjoyment of working with and learning from others), duty (sense of obligation to give back and be a good academic citizen), purpose (commitment to improving local teaching and ultimately patient care), and satisfaction (fun and enjoyment).
 
 Conclusions: Four of the themes the authors found are well addressed in motivation theory literature: mastery, relatedness, duty, and purpose. Whereas these four are motivators for occasional faculty developers, it is the fifth theme-satisfaction-that the authors feel is foundational and links the others together. Armed with this understanding, individuals leading faculty development programs can develop strategies to recruit and retain occasional faculty developers.",1,1,1,0,2,2,0,,11,,
10.1097/ACM.0000000000000765,"""Community"" has featured in the discourse about medical education for over half a century. This discourse has explored relationships between medical education programs and communities in community-oriented medical education and community-based medical education and, in recent years, has extended to community-engaged medical education (CEME). This Perspective explores the developing focus on ""community"" in medical education, describes CEME as a concept, and presents examples of CEME in action at Flinders University School of Medicine (Australia), the Northern Ontario School of Medicine (Canada), and Ateneo de Zamboanga University School of Medicine (Philippines).The authors describe the ways in which CEME, which features active community participation, can improve medical education while meeting community needs and advancing national and international health equity agendas. They suggest that CEME can redefine student learning as taking place at the center of the partnership between communities and medical schools. They also consider the challenges of CEME and caution that criteria for community engagement must be sensitive to cultural variations and to the nature of the social contract in different sociocultural settings.The authors argue that CEME is effective in producing physicians who choose to practice in rural and underserved areas. Further research is required to demonstrate that CEME contributes to improved health, and ultimately health equity, for the populations served by the medical school.",3,3,3,3,7,4,0,,6,,
10.1097/ACM.0000000000000754,"The use of portfolios in postgraduate medical residency education to support competency development is increasing; however, the processes by which these assessment systems are designed, implemented, and maintained are emergent. The authors describe the needs assessment, development, implementation, and continuing quality improvement processes that have shaped the Portfolio Assessment Support System (PASS) used by the postgraduate family medicine program at Queen's University since 2009. Their description includes the impetus for change and contextual realities that guided the effort, plus the processes used for selecting assessment components and developing strategic supports. The authors discuss the identification of impact measures at the individual, programmatic, and institutional levels and the ways the department uses these to monitor how PASS supports competency development, scaffolds residents' self-regulated learning skills, and promotes professional identity formation. They describe the ""academic advisor"" role and provide an appendix covering the portfolio elements. Reflection elements include learning plans, clinical question logs, confidence surveys, and reflections about continuity of care and significant incidents. Learning module elements cover the required, online bioethics, global health, and consult-request modules. Assessment elements cover each resident's research project, clinical audits, presentations, objective structured clinical exam and simulated office oral exam results, field notes, entrustable professional activities, multisource feedback, and in-training evaluation reports. Document elements are the resident's continuing medical education activities including procedures log, attendance log, and patient demographic summaries.The authors wish to support others who are engaged in the systematic portfolio-design process or who may adapt aspects of PASS for their local programs.",4,4,4,3,7,4,0,,17,,
10.1097/ACM.0000000000000743,"As health humanities programs grow and thrive across the country, encouraging medical students to read, write, and become more reflective about their professional roles, educators must bring a sense of self-reflexivity to the discipline itself. In the health humanities, novels, patient histories, and pieces of reflective writing are often treated as architectural spaces or ""homes"" that one can enter and examine. Yet, narrative-based learning in health care settings does not always allow its participants to feel ""at home""; when not taught with a critical attention to power and pedagogy, the health humanities can be unsettling and even dangerous. Educators can mitigate these risks by considering not only what they teach but also how they teach it.In this essay, the authors present three pedagogical pillars that educators can use to invite learners to engage more fully, develop critical awareness of medical narratives, and feel ""at home"" in the health humanities. These pedagogical pillars are narrative humility (an awareness of one's prejudices, expectations, and frames of listening), structural competency (attention to sources of power and privilege), and engaged pedagogy (the protection of students' security and well-being). Incorporating these concepts into pedagogical practices can create safe and productive classroom spaces for all, including those most vulnerable and at risk of being ""unhomed"" by conventional hierarchies and oppressive social structures. This model then can be translated through a parallel process from classroom to clinic, such that empowered, engaged, and cared-for learners become empowering, engaging, and caring clinicians.",11,15,16,12,15,3,0,,8,,
10.1097/ACM.0000000000000740,"Purpose: The authors aimed to map and explicate what surgeons perceive they learn in the operating room.

Method: The researchers used a grounded theory method in which data were iteratively collected through semistructured one-to-one interviews in 2010 and 2011 at four participating hospital sites. A four-person data analysis team from differing academic backgrounds qualitatively analyzed the content of the transcripts employing an immersion/crystallization approach.

Results: Participants were 22 UK surgeons, some of whom were in training at the time of the study and some of whom were attending surgeons. Major themes of learning in the operating room were perceived to be factual knowledge, motor skills, sensory semiosis, adaptive strategies, team working and management, and attitudes and behaviors. The analysis team classified 277 data points (short paragraphs or groups of sentences conveying meaning) under these major themes and subthemes. A key component of learning in the operating room that emerged from these data was sensory semiosis, defined as learning to make sense of visual and haptic cues.

Conclusions: Although the authors found that learning in the operating room occurred across a wide range of domains, sensory semiosis was found to be an important theme that has not previously been fully acknowledged or discussed in the surgical literature. The discussion draws on the wider literature from the social sciences and cognitive psychology literature to examine how professionals learn to make meaning from ""signs"" making parallels with other medical specialties.",1,1,1,1,1,0,0,,21,,
10.1097/ACM.0000000000000737,"Purpose: Teaching and assessing professionalism is an essential element of medical education, mandated by accrediting bodies. Responding to a call for comprehensive research on remediation of student professionalism lapses, the authors explored current medical school policies and practices.

Method: In 2012-2013, key administrators at U.S. and Canadian medical schools accredited by the Liaison Committee on Medical Education were interviewed via telephone or e-mail. The structured interview questionnaire contained open-ended and closed questions about practices for monitoring student professionalism, strategies for remediating lapses, and strengths and limitations of current systems. The authors employed a mixed-methods approach, using descriptive statistics and qualitative analysis based on grounded theory.

Results: Ninety-three (60.8%) of 153 eligible schools participated. Most (74/93; 79.6%) had specific policies and processes regarding professionalism lapses. Student affairs deans and course/clerkship directors were typically responsible for remediation oversight. Approaches for identifying lapses included incident-based reporting and routine student evaluations. The most common remediation strategies reported by schools that had remediated lapses were mandated mental health evaluation (74/90; 82.2%), remediation assignments (66/90; 73.3%), and professionalism mentoring (66/90; 73.3%). System strengths included catching minor offenses early, emphasizing professionalism schoolwide, focusing on helping rather than punishing students, and assuring transparency and good communication. System weaknesses included reluctance to report (by students and faculty), lack of faculty training, unclear policies, and ineffective remediation. In addition, considerable variability in feedforward processes existed between schools.

Conclusions: The identified strengths can be used in developing best practices until studies of the strategies' effectiveness are conducted.",4,4,4,2,3,1,0,,2,,
10.1097/ACM.0000000000000735,"Purpose: There is wide variability in how attending physician roles on teaching teams, including patient care and trainee learning, are enacted. This study sought to better understand variability by considering how different attendings configured and rationalized direct patient care, trainee oversight, and teaching activities.

Method: Constructivist grounded theory guided iterative data collection and analyses. Data were interviews with 24 attending physicians from two academic centers in Ontario, Canada, in 2012. During interviews, participants heard a hypothetical presentation and reflected on it as though it were presented to their team during a typical admission case review.

Results: Four supervisory styles were identified: direct care, empowerment, mixed practice, and minimalist. Driven by concerns for patient safety, direct care involves delegating minimal patient care responsibility to trainees. Focused on supporting trainees' progressive independence, empowerment uses teaching and oversight strategies to ensure quality of care. In mixed practice, patient care is privileged over teaching and is adjusted on the basis of trainee competence and contextual features such as patient volume. Minimalist style involves a high degree of trust in senior residents, delegating most patient care, and teaching to them. Attendings rarely discussed their styles with the team.

Conclusions: The model adds to the literature on variability in supervisory practice, showing that the four styles reflect different ways of responding to tensions in the role and context. This model could be refined through observational research exploring the impact of context on style development and enactment. Making supervisory styles explicit could support improvement of team competence.",1,1,1,0,1,1,0,,22,,
