"","pickupdate","birthyear","gender","race","disposition","dispdate","sentdate","felonycharges","highestcharge","nondrug","drug1","drug2","incarc","suspend","probat","priorarr","priorfelarr","priordrugarr","priorfeldrugarr","priorcon","priorfelcon","priordrugcon","priorfeldrugcon","laterarr","laterarrdate","laterfelarr","laterfelarrdate","laterdrugarr","laterdrugarrdate","laterfeldrugarr","laterfeldrugarrdate","latercon","latercondate","laterfelcon","laterfelcondate","laterdrugcon","laterdrugcondate","laterfeldrugcon","laterfeldrugcondate","probrevoke","probrevokedate","codef","clusterid","ccn","datacoder","cutoffdate1","cutoffdate2","cutoffdate3","toserve","fullreleasetorecid","female","nonblack","pickupdatecode","age","agesq","incjudge","calendar1","calendar2","calendar3","calendar4","calendar5","calendar6","calendar7","calendar8","calendar9","calendar","incarcerate","marijuana","cocaine","crack","heroin","pcp","otherdrug","pwid","dist","conviction","probatnonzero","probsuspend"
"472","12/2/2002",1963,"F","B","Plea","2/6/2003","4/2/2003",1,"dist",1,"other","0",18,18,24,1,1,1,0,1,1,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"2/23/2005",1,688,189992,"1",17714,17898,18049,0,9999,1,0,15676,39,1521,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,1,432
"473","9/11/2002",1961,"M","B","Plea","11/25/2002","2/12/2003",1,"dist",0,"cocaine","0",36,0,0,1,1,1,1,1,1,1,1,1,"5/20/2006",1,"5/20/2006",1,"5/20/2006",1,"5/20/2006",1,"8/08/2006",1,"8/08/2006",1,"8/08/2006",1,"8/08/2006",0,"0",0,2406,148423,"1",17714,17898,18049,36,192,0,0,15594,41,1681,1,0,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,1,0,0
"474","8/14/2002",1967,"F","B","Plea","10/15/2002","12/10/2002",2,"dist, pwid",0,"cocaine","0",0,0,18,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,321,133489,"1",17714,17898,18049,0,9999,1,0,15566,35,1225,1,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,1,1,0
"475","10/31/2002",1972,"M","B","Jury trial guilty","12/9/2003","2/24/2004",1,"dist",0,"heroin","0",36,0,0,1,1,1,1,1,1,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,561,174458,"1",17714,17898,18049,36,9999,0,0,15644,30,900,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,1,0,0
"476","2/12/2003",1983,"M","B","Plea","4/29/2003","6/23/2003",1,"dist",0,"cocaine","0",18,18,24,0,0,0,0,0,0,0,0,1,"1/6/2005",1,"11/09/2005",1,"1/06/2005",0,"0",1,"7/27/2005",0,"0",1,"7/27/2005",0,"0",1,"7/29/2005",0,1002,32482,"2",17714,17898,18049,0,618,0,0,15748,20,400,1,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,1,432
"477","7/25/2002",1958,"M","B","Dismissed","1/13/2004","",1,"dist",0,"heroin","0",0,0,0,1,1,1,1,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,252,122772,"1",17714,17898,18049,0,9999,0,0,15546,44,1936,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0
"478","10/14/2002",1981,"M","B","Plea","8/12/2003","10/14/2003",1,"pwid",0,"cocaine","0",0,0,36,1,0,1,0,0,0,0,0,1,"3/9/2005",1,"3/09/2005",1,"3/09/2005",1,"3/09/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,492,165308,"1",17714,17898,18049,0,575,0,0,15627,21,441,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,1,1,0
"479","1/6/2003",1962,"M","B","Dismissed","11/5/2003","",1,"pwid",0,"cocaine","heroin",0,0,0,1,1,1,1,1,1,1,1,1,"7/30/2004",1,"7/30/2004",1,"7/30/2004",1,"7/30/2004",1,"1/19/2005",1,"1/19/2005",1,"1/19/2005",1,"1/19/2005",0,"0",0,2807,14598,"1",17714,17898,18049,0,268,0,0,15711,41,1681,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0
"480","4/9/2003",1956,"M","B","Plea","9/17/2003","12/1/2003",1,"dist",0,"heroin","0",72,72,36,1,1,1,1,1,1,1,1,1,"8/11/2004",1,"8/11/2004",1,"8/11/2004",1,"8/11/2004",1,"1/06/2005",1,"1/06/2005",1,"1/06/2005",1,"1/06/2005",1,"8/17/2004",0,1204,58518,"3",17714,17898,18049,0,329,0,0,15804,47,2209,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,1,2592
"481","7/25/2002",1960,"M","B","Dismissed","11/18/2002","",1,"dist",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,252,122772,"1",17714,17898,18049,0,9999,0,0,15546,42,1764,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0
"482","7/15/2002",1978,"M","B","Dismissed","5/23/2003","",1,"pwid",0,"other","0",0,0,0,0,0,0,0,0,0,0,0,1,"10/28/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,183,116666,"1",17714,17898,18049,0,524,0,0,15536,24,576,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0
"483","9/9/2002",1950,"M","B","Plea","2/4/2003","7/23/2003",1,"dist",0,"other","0",6,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,392,146790,"1",17714,17898,18049,6,9999,0,0,15592,52,2704,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,0,1,1,0,0
"484","11/25/2002",1974,"M","B","Plea","1/16/2003","4/11/2003",1,"dist",0,"pcp","marijuana",72,72,36,1,1,1,1,1,1,1,1,1,"6/26/2004",1,"6/26/2004",1,"6/26/2004",1,"6/26/2004",1,"2/01/2005",1,"2/01/2005",1,"2/01/2005",1,"2/01/2005",1,"4/06/2005",0,661,NA,"1",17714,17898,18049,0,527,0,0,15669,28,784,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,0,1,1,1,2592
"485","9/19/2002",1976,"M","B","Plea","11/4/2003","1/12/2004",1,"dist",0,"crack","0",30,30,24,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,443,153059,"1",17714,17898,18049,0,9999,0,0,15602,26,676,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,1,720
"486","7/19/2002",1980,"M","B","Plea","7/30/2003","10/7/2003",1,"dist",0,"cocaine","0",40,28,24,1,1,1,0,1,0,0,0,1,"3/28/2006",0,"0",0,"0",0,"0",1,"9/14/2006",0,"0",0,"0",0,"0",1,"12/22/2004",0,214,119268,"1",17714,17898,18049,12,612,0,0,15540,22,484,1,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,672
"487","7/10/2002",1963,"M","B","Jury trial not guilty","3/23/2004","",1,"pwid",0,"marijuana","0",0,0,0,1,1,1,1,1,1,1,1,1,"8/19/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,151,114123,"1",17714,17898,18049,0,149,0,0,15531,39,1521,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0
"488","11/20/2002",1951,"M","B","Plea","5/1/2003","7/1/2003",1,"dist",0,"cocaine","0",24,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,636,184746,"1",17714,17898,18049,24,9999,0,0,15664,51,2601,1,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,0,0
"489","12/6/2002",1980,"M","B","Dismissed","1/9/2003","",1,"pwid",0,"cocaine","marijuana",0,0,0,0,0,0,0,0,0,0,0,1,"5/22/2003",1,"5/22/2003",1,"5/22/2003",1,"5/22/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,711,192427,"1",17714,17898,18049,0,133,0,0,15680,22,484,1,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,0,0
"490","8/3/2002",1972,"M","B","Plea","12/2/2002","12/2/2002",1,"dist",0,"marijuana","0",5,3,24,1,1,0,0,0,0,0,0,1,"7/31/2003",1,"9/28/2005",1,"7/31/2003",0,"0",1,"8/28/2003",0,"0",1,"8/28/2003",0,"0",1,"3/18/2003",1,293,127739,"1",17714,17898,18049,2,181,0,0,15555,30,900,1,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,1,1,1,72
"491","4/21/2003",1982,"F","B","Plea","6/6/2003","10/30/2003",2,"pwid",0,"crack","marijuana",30,30,48,1,1,1,0,1,0,1,0,1,"10/2/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1224,64466,"3",17714,17898,18049,0,118,1,0,15816,21,441,1,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,0,1,0,1,1,1440
"492","7/2/2002",1976,"M","B","Grand jury dismissal","9/18/2002","",2,"pwid",0,"cocaine","heroin",0,0,0,1,0,1,0,0,0,0,0,1,"2/15/2005",1,"2/15/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,123,109924,"1",17714,17898,18049,0,881,0,0,15523,26,676,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0
"493","10/19/2002",1976,"M","B","Plea","12/11/2002","2/27/2003",1,"dist",0,"marijuana","0",12,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,511,168357,"1",17714,17898,18049,12,9999,0,0,15632,26,676,1,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,1,1,0,0
"494","12/4/2002",1973,"M","B","Grand jury dismissal","3/24/2004","",1,"pwid",0,"cocaine","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,694,191649,"1",17714,17898,18049,0,9999,0,0,15678,29,841,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0
"495","12/5/2002",1976,"M","B","Plea","10/15/2003","5/21/2004",2,"dist, pwid",0,"marijuana","0",36,36,36,1,1,1,0,1,0,1,0,1,"9/6/2004",1,"9/06/2004",1,"9/06/2004",1,"9/06/2004",0,"0",0,"0",0,"0",0,"0",1,"11/03/2004",0,706,2192103,"1",17714,17898,18049,0,327,0,0,15679,26,676,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,1,1,1,1296
"496","12/20/2002",1981,"M","B","Plea","3/25/2003","6/10/2003",3,"dist, pwid",0,"heroin","cocaine",0,0,36,1,1,0,0,0,0,0,0,0,"6/6/2007",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"9/22/2004",0,763,199492,"1",17714,17898,18049,0,1534,0,0,15694,21,441,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,1,0,0,1,1,1,1,0
"497","11/28/2002",1982,"M","B","Dismissed","4/24/2003","",1,"dist",1,"crack","0",0,0,0,1,1,1,1,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,676,188874,"1",17714,17898,18049,0,9999,0,0,15672,20,400,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0
"498","10/24/2002",1948,"M","B","Plea","1/30/2003","11/21/2003",2,"dist, pwid",0,"heroin","0",40,40,36,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,529,170924,"1",17714,17898,18049,0,9999,0,0,15637,54,2916,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,1,1,1,1,1440
"499","10/14/2002",1963,"M","B","Dismissed","1/30/2003","",1,"dist",0,"cocaine","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,497,165275,"1",17714,17898,18049,0,9999,0,0,15627,39,1521,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0
"500","3/22/2003",1966,"W","B","Dismissed","3/26/2003","0",1,"dist",0,"cocaine","0",0,0,0,1,1,1,0,1,0,1,0,1,"8/28/2003",1,"8/28/2003",1,"8/28/2003",1,"8/28/2003",1,"12/16/2004",1,"12/16/2004",1,"12/16/2004",1,"12/16/2004",0,"0",0,826,16093,"2",17714,17898,18049,0,155,0,0,15786,37,1369,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0
"501","10/26/2002",1952,"M","B","Plea","3/19/2003","5/6/2003",1,"pwid",1,"heroin","0",24,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,543,171768,"1",17714,17898,18049,24,9999,0,0,15639,50,2500,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,1,0,1,0,0
"502","10/1/2002",1979,"M","B","Plea","6/10/2003","7/21/2003",1,"pwid",0,"cocaine","marijuana",30,30,36,0,0,0,0,0,0,0,0,1,"4/12/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"3/05/2004",0,461,158889,"1",17714,17898,18049,0,307,0,0,15614,23,529,1,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,0,1,0,1,1,1080
"503","4/21/2003",1941,"M","B","Plea","8/19/2003","10/29/2003",1,"dist",0,"heroin","0",60,60,24,1,0,1,0,1,0,1,0,0,"9/29/2007",0,"0",1,"9/29/2007",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1222,63933,"3",17714,17898,18049,0,1502,0,0,15816,62,3844,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,1,1440
"504","6/14/2002",1960,"F","B","Plea","2/26/2003","5/16/2003",1,"pwid",0,"cocaine","0",60,60,36,1,1,1,0,1,1,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"3/08/2005",0,51,99851,"1",17714,17898,18049,0,9999,1,0,15505,42,1764,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,1,1,2160
"505","6/10/2002",1959,"M","B","Plea","10/28/2002","4/7/2003",1,"pwid",0,"crack","0",60,60,24,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,41,97271,"1",17714,17898,18049,0,9999,0,0,15501,43,1849,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,1,1440
"506","6/22/2002",1959,"M","B","Dismissed","12/2/2002","",1,"dist",0,"heroin","0",0,0,0,1,1,1,1,1,1,0,0,1,"2/15/2003",0,"0",0,"0",0,"0",1,"9/14/2006",0,"0",0,"0",0,"0",0,"0",1,90,104526,"1",17714,17898,18049,0,75,0,0,15513,43,1849,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0
"507","7/26/2002",1961,"M","B","Plea","9/6/2002","11/1/2002",1,"dist",0,"crack","0",36,0,0,1,1,1,0,1,0,1,0,1,"4/22/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,260,123302,"1",17714,17898,18049,36,0,0,0,15547,41,1681,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,0,1,1,0,0
"508","10/30/2002",1981,"M","B","Plea","2/20/2003","6/23/2003",2,"pwid",0,"crack","marijuana",0,0,36,0,0,0,0,0,0,0,0,1,"8/6/2003",1,"8/06/2003",1,"8/06/2003",1,"8/06/2003",1,"12/03/2003",1,"12/03/2003",1,"12/03/2003",1,"12/03/2003",1,"7/26/2004",0,551,46653,"1",17714,17898,18049,0,167,0,0,15643,21,441,1,0,0,0,0,1,0,0,0,0,5,0,1,0,1,0,0,0,1,0,1,1,0
"509","11/26/2002",1963,"M","B","Dismissed","2/10/2003","",3,"pwid",0,"crack","pcp",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,662,NA,"1",17714,17898,18049,0,9999,0,0,15670,39,1521,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0
"510","11/22/2002",1971,"M","B","Plea","6/23/2003","9/15/2003",3,"pwid",0,"cocaine","heroin",20,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,647,185753,"1",17714,17898,18049,20,9999,0,0,15666,31,961,1,0,0,0,0,1,0,0,0,0,5,1,0,1,0,1,0,0,1,0,1,0,0
"511","4/28/2003",1950,"M","B","Plea","8/12/2003","10/17/2003",2,"pwid",1,"crack","0",24,0,0,1,1,1,1,1,1,1,1,1,"12/27/2006",0,"0",1,"12/27/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1206,60996,"2",17714,17898,18049,24,513,0,0,15823,53,2809,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,1,0,1,0,0
"512","2/10/2003",1972,"M","B","Jury trial guilty","2/3/2004","4/14/2004",1,"pwid",0,"marijuana","0",30,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,992,31012,"2",17714,17898,18049,30,9999,0,0,15746,31,961,1,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,1,0,1,0,0
"513","12/23/2002",1964,"M","B","Plea","4/14/2003","4/14/2003",1,"pwid",1,"cocaine","0",4.82999992370605,0,0,1,1,1,1,1,1,1,1,0,"6/30/2007",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,775,NA,"1",17714,17898,18049,4.82999992370605,1393.099609375,0,0,15697,38,1444,1,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,1,0,1,0,0
"514","1/6/2003",1959,"M","B","Plea","3/14/2003","5/21/2003",1,"pwid",0,"heroin","0",20,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,797,14635,"1",17714,17898,18049,20,9999,0,0,15711,44,1936,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,1,0,1,0,0
"515","9/9/2002",1953,"M","B","Jury trial guilty","7/11/2003","10/20/2003",2,"dist, pwid",0,"other","0",12,0,0,1,1,1,1,1,1,1,1,1,"7/5/2006",0,"0",1,"7/05/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,394,25790,"1",17714,17898,18049,12,730,0,0,15592,49,2401,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,1,1,1,1,0,0
"516","4/17/2003",1959,"M","B","Plea","6/23/2003","9/10/2003",1,"dist",0,"heroin","0",72,72,36,1,1,1,1,1,1,1,1,0,"9/25/2007",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1210,62562,"3",17714,17898,18049,0,1555,0,0,15812,44,1936,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,1,2592
"517","3/3/2003",1971,"M","B","Dismissed","8/29/2003","",2,"pwid",1,"cocaine","0",0,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1097,41332,"3",17714,17898,18049,0,9999,0,0,15767,32,1024,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0
"518","10/18/2002",1980,"M","B","Plea","12/11/2002","5/16/2003",1,"dist",1,"marijuana","0",30,30,36,1,0,1,0,1,0,0,0,1,"10/17/2005",1,"10/17/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,"12/07/2005",0,508,156808,"1",17714,17898,18049,0,1041,0,0,15631,22,484,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,1,1,1,1080
"519","12/11/2002",1982,"M","B","Plea","8/29/2003","12/16/2003",1,"pwid",1,"crack","0",30,15,36,0,0,0,0,0,0,0,0,1,"5/12/2005",1,"5/12/2005",1,"5/12/2005",1,"5/12/2005",1,"7/26/2005",1,"7/26/2005",1,"7/26/2005",1,"7/26/2005",1,"6/21/2005",0,717,194797,"1",17714,17898,18049,15,172,0,0,15685,20,400,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,1,0,1,1,540
"520","6/22/2002",1955,"F","B","Dismissed","12/3/2002","",1,"dist",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,1,"8/31/2005",0,"0",1,"8/31/2005",0,"0",1,"10/11/2005",0,"0",1,"10/11/2005",0,"0",0,"0",1,90,104526,"1",17714,17898,18049,0,1002,1,0,15513,47,2209,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0
"521","11/26/2002",1975,"F","B","Jury trial not guilty","6/12/2003","",3,"pwid",0,"crack","pcp",0,0,0,1,1,0,0,0,0,0,0,1,"12/27/2003",1,"1/13/2004",1,"12/27/2003",1,"1/13/2004",0,"0",0,"0",0,"0",0,"0",0,"0",1,666,NA,"1",17714,17898,18049,0,198,1,0,15670,27,729,1,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,1,0,1,0,0,0,0
"522","5/7/2003",1977,"M","B","Plea","9/24/2003","10/21/2003",2,"dist",0,"crack","0",15,0,0,1,1,1,1,1,1,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1280,72767,"2",17714,17898,18049,15,9999,0,0,15832,26,676,1,0,0,0,0,1,0,0,0,0,5,1,0,0,1,0,0,0,0,1,1,0,0
"523","3/5/2003",1981,"M","B","Plea","6/5/2003","8/4/2003",1,"dist",0,"cocaine","0",20,20,24,1,0,1,0,0,0,0,0,1,"1/10/2006",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1098,41375,"3",17714,17898,18049,0,950,0,0,15769,22,484,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,1,1,480
"524","10/24/2002",1945,"M","B","Plea","1/30/2003","4/18/2003",1,"dist",0,"heroin","0",40,40,24,1,0,1,0,1,0,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,529,170924,"1",17714,17898,18049,0,9999,0,0,15637,57,3249,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,1,1,960
"525","6/4/2002",1963,"M","B","Dismissed","7/11/2002","",1,"pwid",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,1,"1/28/2005",1,"1/28/2005",1,"1/28/2005",1,"1/28/2005",0,"0",0,"0",0,"0",0,"0",0,"0",0,9,94288,"1",17714,17898,18049,0,932,0,0,15495,39,1521,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0
"526","3/17/2003",1950,"M","B","Plea","9/9/2003","11/20/2003",1,"pwid",0,"heroin","0",12,0,0,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,1145,46743,"3",17714,17898,18049,12,9999,0,0,15781,53,2809,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,1,0,1,0,0
"527","10/11/2002",1976,"M","B","Dismissed","2/5/2004","",1,"dist",0,"cocaine","0",0,0,0,1,1,1,1,1,1,0,0,1,"2/7/2004",1,"2/07/2004",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,480,164479,"1",17714,17898,18049,0,2,0,0,15624,26,676,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0
"528","8/21/2002",1954,"F","B","Dismissed","1/14/2003","",1,"pwid",0,"other","0",0,0,0,1,1,1,1,1,1,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,341,137297,"1",17714,17898,18049,0,9999,1,0,15573,48,2304,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0
"529","10/30/2002",1983,"M","B","Plea","1/30/2003","7/10/2003",2,"dist, pwid",0,"cocaine","0",0,0,36,1,0,1,0,0,0,0,0,1,"11/20/2003",1,"2/04/2004",0,"0",0,"0",1,"9/07/2006",1,"9/07/2006",0,"0",0,"0",1,"5/01/2006",0,555,173921,"1",17714,17898,18049,0,294,0,0,15643,19,361,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,1,1,1,0
"530","10/18/2002",1951,"M","B","Jury trial not guilty","9/15/2003","",1,"pwid",0,"heroin","0",0,0,0,1,1,1,1,1,1,1,1,1,"7/3/2006",0,"0",1,"7/03/2006",0,"0",1,"9/29/2006",0,"0",1,"9/29/2006",0,"0",0,"0",1,509,167909,"1",17714,17898,18049,0,1022,0,0,15631,51,2601,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0
"531","7/8/2002",1976,"M","B","Dismissed","10/9/2002","",1,"pwid",0,"heroin","0",0,0,0,1,0,1,0,0,0,0,0,1,"3/6/2003",0,"0",1,"3/06/2003",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,146,113705,"1",17714,17898,18049,0,148,0,0,15529,26,676,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0
"532","10/14/2002",1980,"M","W","Plea","1/8/2003","2/19/2003",1,"dist",0,"cocaine","0",30,10,36,1,1,1,1,1,1,1,1,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",1,497,165275,"1",17714,17898,18049,20,9999,0,1,15627,22,484,1,0,0,0,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,360
"533","1/31/2003",1981,"M","B","Plea","4/7/2003","6/13/2003",1,"dist",0,"cocaine","0",30,30,24,1,0,1,0,1,0,1,0,0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,945,26596,"3",17714,17898,18049,0,9999,0,0,15736,22,484,1,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,1,1,720
"534","4/2/2003",1984,"M","B","Jury trial guilty","10/22/2003","12/22/2003",1,"dist, pwid",0,"heroin","0",30,18,36,0,0,0,0,0,0,0,0,1,"7/17/2004",1,"1/11/2005",1,"1/03/2008",0,"0",1,"6/12/2008",0,"0",1,"6/12/2008",0,"0",1,"4/15/2005",0,3182,55163,"2",17714,17898,18049,12,0,0,0,15797,19,361,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,1,1,1,1,648
